ID_NUM,SEQ_NUM_2,CUR_DEGREE,NON_DEGREE_SEEKING,DIV_CDE,DEGR_CDE,PRT_DEGR_ON_TRANSC,ACAD_DEGR_CDE,DTE_DEGR_CONFERRED,DEGR_EARNED_AT,MAJOR_1,MAJOR_2,MINOR_1,MINOR_2,CONCENTRATION_1,DEGR_HONORS_1,CLASS_RANK,CLASS_SIZE,EXPECT_GRAD_YR,EXPECT_GRAD_TRM,ENTRY_DTE,WITHDRAWAL_DTE,EXIT_REASON,EXIT_DTE,REENTRY_DTE,ADV_TREE_YR_CDE,ACTIVE,DEG_LOCK_FLG,NSC_DEGREE_PERIOD_CDE,COLL_AWARDING_DEG_1,COLL_AWARDING_DEG_2,DEG_APPLICATION_DTE,DEGREE_YR,DEGREE_TRM,DIPLOMA_NAME,IN_ABSENTIA,DIPLOMA_PICK_UP,RECORD_CHANGE_DATE,REVERSE_TRANSFER_DEGREE,ACADEMIC_PLAN_START_YR_CDE,ACADEMIC_PLAN_START_TRM_CDE,ALTERNATE_PLAN_LAYOUT_FLG,APPROWVERSION,USER_NAME,JOB_NAME,JOB_TIME,File_Name,Snapshot_Date
117984,2,"N","N","UG","BS","Y","",2024-12-30 18:00:00.000,"*LOCAL","INTDO","","","","GENST","",,,2022,30,2020-01-07 18:00:00.000,,"G",2024-12-30 18:00:00.000,,2020,"Y","L","","","",,2024,10,"","N","N",2025-03-28 09:30:19.720,"N",2019,30,"N",7916906963,"GMITCHELL","w_ad_re_transfer",2025-06-05 08:04:48.726,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
129733,1,"N","N","UG","BA","Y","",2025-05-02 19:00:00.000,"*LOCAL","CRJU","","","","","",,,2022,30,2020-06-21 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","","",,2024,30,"","N","N",2025-04-30 06:16:48.616,"N",,,"N",7949042852,"GMITCHELL","w_ad_re_transfer",2025-07-10 11:42:04.886,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
130136,1,"Y","N","UG","BS","Y","",2025-05-02 19:00:00.000,"*LOCAL","INTDS","","","","GENST","",,,2022,30,2020-06-21 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","SH","",,2024,30,"","N","N",2025-04-30 05:51:30.456,"N",2019,56,"N",7883121459,"GMITCHELL","w_student_info",2025-04-30 05:51:30.520,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
129394,1,"Y","N","UG","BS","Y","",2024-12-30 18:00:00.000,"*LOCAL","BIO","","","","","",,,2022,30,2020-08-02 19:00:00.000,,"G",2024-12-30 18:00:00.000,,2020,"Y","L","","S","",,2024,10,"","N","N",2025-03-26 10:19:19.053,"N",,,"N",7848036021,"JAPRATT","w_student_info",2025-03-26 10:19:19.083,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
129570,1,"N","N","UG","BS","Y","",2025-05-02 19:00:00.000,"*LOCAL","INTDO","","","","GENST","",,,2022,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","","",,2024,30,"","N","N",2025-04-30 06:23:31.530,"N",2020,10,"N",7942107399,"GMITCHELL","w_ad_re_transfer",2025-07-02 09:45:12.600,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
134263,1,"Y","N","UG","BS","Y","",2024-08-30 19:00:00.000,"*LOCAL","INTDS","","","","GENST","",,,2022,30,2020-08-02 19:00:00.000,,"G",2024-08-30 19:00:00.000,,2020,"Y","L","","SH","",,2024,10,"","N","N",2025-02-13 09:25:21.010,"N",2020,10,"N",7814201379,"GMITCHELL","w_student_info",2025-02-13 09:25:00.000,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
134229,1,"Y","N","UG","BA","Y","",2022-12-30 18:00:00.000,"*LOCAL","CRJU","","","","","",,,2022,30,2020-08-02 19:00:00.000,,"G",2021-12-30 18:00:00.000,,2020,"Y","L","","","",,2022,10,"","N","N",2023-04-27 05:06:11.986,"N",,,"N",7814201417,"GMITCHELL","w_student_info",2023-04-27 05:06:00.000,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136803,1,"Y","N","UG","BA","Y","",2025-05-02 19:00:00.000,"*LOCAL","CRJU","","","","","",,,2023,30,2021-08-01 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","","",,2024,30,"","N","N",2025-04-30 06:28:48.996,"N",2021,10,"N",7883187432,"GMITCHELL","w_student_info",2025-04-30 06:28:49.026,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136896,1,"Y","N","UG","BA","Y","",,"*LOCAL","CRJAO","","","","","",,,2022,30,2020-06-21 19:00:00.000,,"",2023-11-06 18:00:00.000,,2020,"Y","N","","SH","",,2025,10,"","N","N",2025-09-08 09:05:41.516,"N",2020,56,"N",8008650642,"GMITCHELL","w_student_info",2025-09-08 09:05:41.546,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136915,1,"N","N","UG","BS","Y","",2024-12-30 18:00:00.000,"*LOCAL","ECH","","","","","",,,2022,30,2020-06-21 19:00:00.000,,"G",2024-12-30 18:00:00.000,,2020,"Y","L","","","",,2024,10,"","N","N",2025-03-27 06:40:52.273,"N",,,"N",7848871639,"JAPRATT","w_student_info",2025-03-27 06:40:52.316,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
135317,1,"Y","N","UG","BS","Y","",2024-12-30 18:00:00.000,"*LOCAL","ECH","","","","","MA",,,2022,30,2020-06-21 19:00:00.000,,"G",2024-12-30 18:00:00.000,,2020,"Y","L","","E","",,2024,10,"","N","N",2025-03-26 10:48:23.840,"N",,,"N",7848045647,"JAPRATT","w_student_info",2025-03-26 10:48:23.873,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136766,1,"Y","N","UG","BA","Y","",2024-12-30 18:00:00.000,"*LOCAL","MASCO","","","","","",,,2022,30,2020-06-21 19:00:00.000,,"G",2024-12-30 18:00:00.000,,2020,"Y","L","","","",,2024,10,"","N","N",2025-03-26 10:27:52.030,"N",,,"N",7848040582,"JAPRATT","w_student_info",2025-03-26 10:27:52.066,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
131903,1,"N","N","UG","BA","Y","",2025-05-02 19:00:00.000,"*LOCAL","CRJU","","","","","",,,2022,30,2020-06-21 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","SH","",,2024,30,"","N","N",2025-04-30 06:56:53.796,"N",,,"N",7916906796,"GMITCHELL","w_ad_re_transfer",2025-06-05 08:04:41.873,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
137016,1,"N","N","UG","BA","Y","",2024-12-30 18:00:00.000,"*LOCAL","MASCO","","","","","CU",,,2023,30,2020-08-02 19:00:00.000,,"G",2024-12-30 18:00:00.000,,2020,"Y","L","","","",,2024,30,"","N","N",2025-03-26 10:17:57.883,"N",,,"N",7848035457,"JAPRATT","w_student_info",2025-03-26 10:17:57.933,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
137013,1,"Y","N","UG","BA","Y","",2025-05-02 19:00:00.000,"*LOCAL","CRJU","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","","",,2024,30,"","N","N",2025-04-30 06:22:54.133,"N",2021,10,"N",7883180395,"GMITCHELL","w_student_info",2025-04-30 06:22:54.170,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136167,1,"Y","N","UG","BS","Y","",,"*LOCAL","BIO","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"",,,2020,"Y","N","","","",,2025,30,"","N","N",2025-09-03 07:27:11.203,"N",,,"N",8003459888,"JAPRATT","w_student_info",2025-09-03 07:27:11.253,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
135898,1,"N","N","UG","BBA","Y","",2025-05-02 19:00:00.000,"*LOCAL","BUADM","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","B","",,2024,30,"","N","N",2025-04-30 06:06:42.470,"N",2021,10,"N",7968705208,"RCUNNINGHAM","w_ad_re_transfer",2025-07-31 06:22:35.470,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136590,1,"Y","N","UG","BBA","Y","",,"*LOCAL","BUADM","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"",,,2020,"Y","N","","B","",,2025,30,"","N","N",2025-09-03 06:46:43.406,"N",2021,10,"N",8003435100,"JAPRATT","w_student_info",2025-09-03 06:46:43.453,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136553,2,"Y","N","UG","BBA","Y","",2025-05-02 19:00:00.000,"*LOCAL","BUADM","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","B","",,2024,30,"","N","N",2025-04-30 06:06:15.666,"N",,,"N",7883157622,"GMITCHELL","w_student_info",2025-04-30 06:06:15.723,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136802,1,"Y","N","UG","BA","Y","",2025-05-02 19:00:00.000,"*LOCAL","CRJU","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","","",,2024,30,"","N","N",2025-04-30 06:10:12.070,"N",2021,10,"N",7883165060,"GMITCHELL","w_student_info",2025-04-30 06:10:12.106,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
135495,2,"Y","N","UG","BS","Y","",2025-05-02 19:00:00.000,"*LOCAL","PEEDU","","","","","CU",,,2023,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","E","",,2024,30,"","N","N",2025-04-30 06:14:18.390,"N",2021,10,"N",7883166859,"GMITCHELL","w_student_info",2025-04-30 06:14:18.426,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
137059,1,"Y","N","UG","BA","Y","",,"*LOCAL","MASCO","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"",,,2020,"Y","N","","SH","",,2025,30,"","N","N",2025-09-04 07:12:29.643,"N",2021,10,"N",8004662483,"JAPRATT","w_student_info",2025-09-04 07:12:29.680,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
137031,1,"Y","N","UG","BS","Y","",2025-05-02 19:00:00.000,"*LOCAL","INTDS","","","","GENST","",,,2023,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","SH","",,2024,30,"","N","N",2025-04-30 06:29:52.033,"N",2021,10,"N",7883187966,"GMITCHELL","w_student_info",2025-04-30 06:29:52.070,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
135790,1,"Y","N","UG","BS","Y","",,"*LOCAL","PEEDU","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"",,,2020,"Y","N","","E","",,2025,30,"","N","N",2025-09-03 07:29:12.363,"N",2021,10,"N",8003460145,"JAPRATT","w_student_info",2025-09-03 07:29:12.396,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136330,1,"N","N","UG","BBA","Y","",2024-12-30 18:00:00.000,"*LOCAL","BUADM","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"G",2024-12-30 18:00:00.000,,2020,"Y","L","","B","",,2024,10,"","N","N",2025-01-04 08:41:03.800,"N",,,"N",7916906265,"GMITCHELL","w_ad_re_transfer",2025-06-05 08:04:20.336,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136880,1,"N","N","UG","BA","Y","",2025-05-02 19:00:00.000,"*LOCAL","CRJU","","","","","SU",,,2023,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","SH","",,2024,30,"","N","N",2025-04-30 06:52:34.306,"N",2021,10,"N",7916906608,"GMITCHELL","w_ad_re_transfer",2025-06-05 08:04:34.436,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
134506,1,"N","N","UG","BBA","Y","",2025-05-02 19:00:00.000,"*LOCAL","BUADM","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","B","",,2024,30,"","N","N",2025-04-30 06:53:14.560,"N",2021,10,"N",7916906709,"GMITCHELL","w_ad_re_transfer",2025-06-05 08:04:38.436,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
135703,2,"N","N","UG","BBA","Y","",2025-05-02 19:00:00.000,"*LOCAL","BUADM","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","B","",,2024,30,"","N","N",2025-04-30 06:54:14.286,"N",2021,10,"N",7916906754,"GMITCHELL","w_ad_re_transfer",2025-06-05 08:04:40.063,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136381,1,"N","N","UG","BS","Y","",2025-05-02 19:00:00.000,"*LOCAL","INTDO","","","","GENST","",,,2024,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","","",,2024,30,"","N","N",2025-04-30 06:59:46.726,"N",2021,10,"N",7921274336,"GMITCHELL","w_ad_re_transfer",2025-06-10 08:58:38.556,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136258,1,"Y","N","UG","BBA","Y","",,"*LOCAL","BUADM","","","","","",,,2024,30,2020-08-02 19:00:00.000,,"",,,2020,"Y","N","","B","",,2025,10,"","N","N",2025-09-15 07:41:45.390,"N",,,"N",8015786407,"JAPRATT","w_student_info",2025-09-15 07:41:45.430,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136520,1,"Y","N","UG","BS","Y","",,"*LOCAL","BIO","","","","","",,,2024,30,2020-08-02 19:00:00.000,,"",,,2020,"Y","N","","S","",,2025,10,"","N","N",2025-09-03 07:22:43.986,"N",,,"N",8003454942,"JAPRATT","w_student_info",2025-09-03 07:22:44.046,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136927,1,"N","N","UG","BS","Y","",2025-05-02 19:00:00.000,"*LOCAL","INTDS","","","","GENST","",,,2024,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","","",,2024,30,"","N","N",2025-09-11 11:42:38.676,"N",,,"N",8012051412,"GMITCHELL","w_student_info",2025-09-11 11:42:38.790,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
134665,1,"Y","N","UG","BA","Y","",2024-12-30 18:00:00.000,"*LOCAL","SOC","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"G",2024-12-30 18:00:00.000,,2020,"Y","L","","SH","",,2024,10,"","N","N",2025-03-26 10:39:11.513,"N",2021,10,"N",7848043573,"JAPRATT","w_student_info",2025-03-26 10:39:11.586,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
134812,1,"N","N","UG","BS","Y","",2025-05-02 19:00:00.000,"*LOCAL","INTDO","","","","GENST","CU",,,2023,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","SH","",,2024,30,"","N","N",2025-04-30 07:26:12.973,"N",,,"N",7916905668,"GMITCHELL","w_ad_re_transfer",2025-06-05 08:03:54.536,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
137440,1,"Y","N","UG","BA","Y","",2024-12-30 18:00:00.000,"*LOCAL","MASCO","","","","","CU",,,2023,30,2020-08-02 19:00:00.000,,"G",2024-12-30 18:00:00.000,,2020,"Y","L","","","",,2024,10,"","N","N",2025-03-26 10:27:18.996,"N",2021,10,"N",7848040517,"JAPRATT","w_student_info",2025-03-26 10:27:19.023,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
137336,1,"Y","N","UG","BS","Y","",,"*LOCAL","BIO","","","","","",,,2024,30,2021-08-02 19:00:00.000,,"",,,2020,"Y","N","","","",,2025,10,"","N","N",2024-11-13 06:00:46.353,"N",2021,10,"N",7814201857,"JAPRATT","w_student_info",2024-11-13 06:00:00.000,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
137251,1,"Y","N","UG","BBA","Y","",2024-12-30 18:00:00.000,"*LOCAL","BUADM","","","","","CU",,,2024,30,2021-08-02 19:00:00.000,,"G",2024-12-30 18:00:00.000,,2020,"Y","L","","","",,2024,10,"","N","N",2025-03-26 10:41:00.436,"N",,,"N",7848043973,"JAPRATT","w_student_info",2025-03-26 10:41:00.513,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
137439,1,"N","N","UG","BA","Y","",2025-05-02 19:00:00.000,"*LOCAL","CRJU","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"G",2025-05-02 19:00:00.000,,2020,"Y","L","","","",,2024,30,"","N","N",2025-04-30 06:35:11.130,"N",2021,10,"N",7916906480,"GMITCHELL","w_ad_re_transfer",2025-06-05 08:04:29.020,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
137318,1,"Y","N","UG","BS","Y","",2024-12-30 18:00:00.000,"*LOCAL","BIO","","","","","",,,2024,30,2021-08-02 19:00:00.000,,"G",2024-12-30 18:00:00.000,,2020,"Y","L","","","",,2024,10,"","N","N",2025-03-28 09:41:01.273,"N",,,"N",7850107459,"JAPRATT","w_student_info",2025-03-28 09:41:01.313,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136461,2,"Y","N","UG","BS","Y","",2025-05-02 19:00:00.000,"*LOCAL","INTDS","","","","GENST","",,,2024,30,2021-08-02 19:00:00.000,,"",2025-05-02 19:00:00.000,,2020,"Y","L","","SH","",,2024,30,"","N","N",2025-04-30 07:15:53.273,"N",,,"N",7883234996,"GMITCHELL","w_student_info",2025-04-30 07:15:53.306,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
136813,1,"Y","N","UG","BBA","Y","",,"*LOCAL","BUADM","","","","","",,,2023,30,2020-08-02 19:00:00.000,,"",,,2020,"Y","N","","B","",,2025,30,"","N","N",2025-09-03 06:43:34.783,"N",2021,10,"N",8003433239,"JAPRATT","w_student_info",2025-09-03 06:43:34.820,"dbfs:/mnt/adl/source-data/Snapshot/J1/DEGREE_HISTORY/DEGREE_HISTORY_202511090907.json.gz",2025-11-08 18:00:00.000
